3:147,365.5;182,365.5;182,413.5;147,414.5;
3:559,430.5;590,431.5;590,469.5;559,470.5;
3:593,341.5;688,341.5;687,471.5;594,471.5;
3:554,147.5;648,147.5;648,186.5;554,186.5;
3:477,146.5;508,148.5;507,186.5;477,186.5;
3:382,151.5;426,151.5;426,210.5;382,211.5;
3:200,73.5;230,73.5;230,113.5;200,113.5;
